,title,company,salary,description
247,Senior Mobile Devops Engineer,BASF,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
248,Mobile Application Developer,Reeracoen Malaysia,"RM 4,000 - RM 6,000 a month","Education Background : At least a Diploma, Advanced/ Higher/ Graduate Diploma, Bachelor's Degree , Post Graduate Diploma, Professional Degree, Computer Science/…"
249,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
250,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
251,MOBILE SOFTWARE ENGINEER - ANDROID,JAC Malaysia,,"Apply outstanding mobile software engineering practices.
Apply state of the art automated testing practices (unit, integration & UI tests)."
252,Software Engineer,BCDE Digital Limited,"RM 3,500 - RM 8,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
253,Senior Mobile Devops Engineer,Cucumber consultants,"RM 5,121 - RM 8,000 a month","Develop mobile apps for internal customers.
Design and implement an efficient, automated and sustainable development platform that supports enterprise mobile…"
254,"Mobile App Developer, iOS",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
255,Senior Engineer/Engineer Mobile,Carsome,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
256,Quality Assurance Lead (Automation),Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
257,Mobile Devops Engineer,BASF Asia Pacific,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
258,Engineer/Sr. Engineer - Full Stack,Carsome,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
259,Lead Engineering,SCIKEY,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
260,Software Engineer/Mobile Application Developer (Android),Agensi Pekerjaan Execsearch Sdn Bhd,"RM 8,000 - RM 10,500 a month","Outlining and executing innovative architecture for Android mobile application.
Demonstrate knowledge & skills in mobile application architecture principles,…"
261,Software Developer (Flutter Experience)-Mandarin Speaker Pre...,Two95 International Inc.,"RM 3,000 - RM 6,500 a month","Design, implement & manage apps that can scale and serve millions of users.
Design and implement RESTful and GraphQL API."
262,3 x PHP Web Developer PHP 程序员 (Mandarin Speaker Only),World Syntech Solution Sdn. Bhd.,"RM 2,000 - RM 3,000 a month","如果懂得C#, React Native, Flutter, MVC, OOP, REST API, Opencart会有更大的优势.
Developing, design, testing, and implementation for web and software application project."
263,Senior Software Engineer,Motorola Solutions,,"We develop Android Software for two way radio communication products.
We architect, design, build and customize the Android Platform to enable value creation to…"
