,title,company,location,salary,description
30,Associate/Senior Mobile Engineer (Flutter),Astro,Kuala Lumpur,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile appsWhat you will do…"
31,IT Support Engineer,Ninja Van,Shah Alam,,"Maintain and proactively improve the IT infrastructure of the company to avoid disruptions to operations.
Support and administer third party software and SaaS…"
32,Mobile App Developer (PJ area/Up to 6k/MS SQL),Agensi Pekerjaan Times Management Consultancy Sdn...,Ara Damansara,,"Developing customized solutions for the mobile platform.
Designing, coding, and implementing mobile applications.
Stay up-to-date with new technology trends."
33,Developer,Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur,,Job Responsibilities  Develop native Android mobile applications and web applications  Understanding user requirements and provide options for improvised…
34,Junior Programmer,ZR TECHMOTION SDN BHD,Kajang•Temporarily Remote,,"You will be working on full stack web system and mobile application development.
Study for Software Engineering Major.
Experience on MySQL database server."
35,Mobile Application Developer,JobCity.my,George Town,,"Developing Mobile Application using latest Google Flutter and DartPre-requisites:Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma,…"
36,3D/Web GL Developer,Brandt International Sdn Bhd,Kuala Lumpur,,"Design to scale from phones to tablets to desktop monitors.
Create AI-powered interactive 3D assets using WebGL, three.js or new web 3d framework/library."
37,Software Engineer Intern,RedSquare Technologies Sdn Bhd,Kuala Lumpur•Remote,,"Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
38,Web & Apps Developer,BLUEDALE INTEGRATED (M) SDN. BHD.,Petaling Jaya,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
39,Flutter Developer,Hays,Malaysia,,"In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
40,Software Developer,Pingspace Sdn. Bhd.,Bayan Lepas•Temporarily Remote,,"Our Software Developers work on a range of problems: from the backend (designing database, designing operation optimization algorithms, designing communication…"
41,Front-end Engineer (Mobile Application),Chargeplus Sdn Bhd,Kuala Lumpur,,"You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
42,Mobile Application Developer (Cross Platform),Whip Technology Sdn Bhd,Damansara Utama•Temporarily Remote,,"Develop intuitive and user friendly cross platform application for mobile and tablet devices,.
Support entire application lifecycle (concept, design, test,…"
43,Software Engineer II,Air Asia,Malaysia+1 location,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
44,Frontend Engineer,Technerve Technology Solutions Sdn Bhd,Bangi,,"Minimum 2 years experience in HTML, CSS, and Javascript.
Good understanding of responsive design and mobile optimized websites."
45,Software Developer (PHP),Nuren Group,Malaysia,,"Work in a team of full stack developers and UI/UX designers.
Develop robust, reliable & high traffic internet application (back-end, front-end, mobile)."
46,Software Developer,Skylink Pacific Solutions Sdn Bhd,Kuala Lumpur•Temporarily Remote,,"Develop native Android mobile applications and web applications.
Understanding user requirements and provide options for improvised technical solution."
47,Full Stack Developer (Mobile & Web Application),Chargeplus Sdn Bhd,Kuala Lumpur,,"You are here not just to code, but also to contribute to business growth initiatives, collaborate with cross-border teams and come up with new tech solutions to…"
48,Software Developer,EV-Dynamic Sdn Bhd,Putra Heights,,"Troubleshooting, debugging, and fixing errors, improve the performance or upgrade interfaces.
Responsible to produce clean and efficient code based on…"
49,Junior/Senior Software Engineer (软件工程师),DD Online Services & Enterprise,Johor Bahru,,"Accommodation provided for non-Johorian.
Travel leaves with air ticket allowance.
Annual leave and sick leave.
Develop and deliver features in a timely matter."
50,Mobile App Developer,MOMENTUM INTERNET SDN. BHD.,Kluang,,"Mengoptimize code, identify dan fix problem 4.
Kemahiran (DART, UI,UX, FLUTTER FRAMEWORK) Syarat Kelayakan : 1.
Berumur 22 - 30 Tahun dan sihat tubuh badan 6."
51,Mobile App Developer Intern,Tinkerve LLP,Kuala Lumpur,,"The role works collaboratively with Business Analysts, Backend developers and release management to develop new and exciting mobile applications."
52,Mobile Developer,Razer USA Ltd.,Kuala Lumpur•Remote,,"Work closely with product management and design teams to develop cross platforms mobile applications.
Integrate with back-end services to enable new features."
53,Mobile App Developer (Flutter),SOFAX SDN BHD,Bandar Sunway,,"Responsible in creating and enhance new features of existing and upcoming project.
Work closely with the project team for in-house application."
54,SYSTEM ANALYST PROGRAMMER (Flutter / PHP),GATES IT SOLUTION SDN BHD,Johor Bahru,,To responsible for production and maintenance of front end and backend of Web with Laravel 2) To complete sprint backlog within the given time.
55,Quality Assurance Engineer,MHub,Subang Jaya,,"As a Quality Assurance Engineer, you will be responsible for creating test cases, covering functional, technical and UI end-to-end tests for all products and…"
56,Graduate Trainee - Mobile Application Developer,Agmo Studio Sdn Bhd,Kota Damansara,,"Collaborate with cross-functional teams to design and develop mobile application.
Integrate with REST JSON API.
Post production monitoring and support."
57,UI/UX Designer + Developer,Brandt International Sdn Bhd,Kuala Lumpur,,"Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
58,Customer Support,Ejen2u International Sdn Bhd,Puchong,,"Knowing some php, mysql, flutter and/or laravel is a plus.
Troubleshoot and respond to client based on the ticket assigned.
In house IT support issue."
59,Front-end Developer,Big Corridor Sdn Bhd,Selangor,,"Translate designs and mock-ups into front-end code.
Perform integrations between front-end and back-end interfaces.
Resolve bottlenecks, and software bugs."
60,Front-end Developer,Big Corridor Sdn Bhd,Selangor,,"Translate designs and mock-ups into front-end code.
Perform integrations between front-end and back-end interfaces.
Resolve bottlenecks, and software bugs."
61,Flutter Developer,EPS Malaysia,Kuala Lumpur,,View all EPS Malaysia jobs - Kuala Lumpur jobsSalary Search: Flutter Developer salaries in Kuala Lumpur
62,MOBILE DEVELOPER,EBOSS INNOVATION SDN BHD,Petaling Jaya,,"*Developing, debugging and supporting* mobile applications (iOS/Android) and their infrastructure.
Be actively involved in *technical design *of the application…"
63,Mobile App Developer,SENWAVE RETAIL SOLUTIONS SDN BHD,Klang,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
64,Full Stack Developer,Brandt International Sdn Bhd,Kuala Lumpur,,"Design and implement responsive web & mobile applications from front to back using popular open source frameworks like MEAN, Ionic and Swagger."
65,Web Developer - Back End,JobCity.my,Petaling Jaya,,"Skills RequirementsCompulsory skills: PHP (At least completed 3 projects and above), Laravel Framework, GIT, HTML, HTML5, CSS3, JavaScript, MYSQL.?"
66,Mobile Application Developer (Flutter),EPS Malaysia,Kuala Lumpur,,"Design and build sophisicated and highly scalable apps using Flutter.
Support the entire application lifestyle (concept, design, test, release and support)."
67,Software Engineer / Web Developer,EasyStore Commerce Sdn Bhd,Puchong•Temporarily Remote,,"Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Research on new technologies (a better and easier way to solve the same…"
68,Full-Stack Developer,AFIC Solutions,Kuala Lumpur,,"Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
69,Solution Architect,atQuest Solutions,Kuala Lumpur,,The Solution Architect role is responsible to develop the solution blueprint and implement systems architecture with the best possible technologies to meet the…
70,Junior Software Engineer,GigWorld Inc,Petaling Jaya,,"Build and maintain Web Applications.
Build and maintain Mobile Applications.
Setup necessary automation test software technologies."
71,Backend Developer,Fast Hiring Jobs - part of Hiredly team,Bandar Kinrara•Remote,,Work closely with the tech lead and collaborate with the core organisation team in accordance with projects consists of web and mobile apps.
72,Software Programmer,ACCOUNTSOFT ENTERPRISE SDN BHD,Kuching,,"Responsibility: - Analyze, design and develop Mobile Application.
Diagnosing issues and performing bug fix or software maintenance."
73,Software Engineer,RedSquare Technologies Sdn Bhd,Kuala Lumpur•Remote,,"Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
74,Full Stack Developer,Fortis Star Sdn Bhd,Kuala Lumpur,,Passion to build seamless web experiences and high-performing software Eager to learn new technologies to develop and innovate better software Keen to impart…
75,Senior Java / Spring Boot Developer,SHENMA CREDIT SDN BHD,Kuala Lumpur,,"Be hands-on in analysis, development and bring craftsmanship mindset to deliver software with the highest standard of quality."
76,Head of Operations,JaGaApp,Petaling Jaya,,"Oversee the operation team to meet business targets and to provide great onboarding experience to our customers.
Excellent oral and written command of English."
77,Full time Developer/Programmer,Savor of Life,Kuala Lumpur•Temporarily Remote,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
78,Software Engineer,Brighten Business Consulting Sdn Bhd,Cheras,,"Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
79,Mobile App Developer,CRE Inspiration Sdn Bhd,Puchong,,"Must be able to develop and maintain mobile application.
With Flutter knowledge will be advantage.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM /…"
80,.NET Developer,AFIC Solutions,Kuala Lumpur,,"Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
81,iOS/Android Developer,HEXA INITIATIVE SDN BHD,Petaling Jaya,,"Handle maintenance of mobile apps such as bug fixes and version updates.
Ensure work delivered in timely manner • Effective and work quickly with team members…"
82,Mobile Apps Developer (Full-stack),Mysuri Biz Technologies Sdn Bhd,Cyberjaya,,Stack : HTML CSS JavaScript jQuery - Understands Repository Design Pattern - Able to write fully-functional API codes - Good to have basic knowledge in back-end…
83,Senior Mobile App Engineer,SKYMIND HOLDINGS BERHAD,Penang,,Job Description for Senior Mobile App Engineer: - Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend…
84,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,Sibu,,"Job Responsibility:To play a proactive role in deriving system solutions to any given business requirement or problem To design, develop, integrate, test,…"
85,Full Stack Web Application Developer,EPS Malaysia,Butterworth,,"Designing user interactions on web pages.
Developing back-end website applications.
Ensuring cross-platform optimization for mobile phones."
86,WEB & APPS DEVELOPER,Bluedale Publishing (M) Sdn Bhd,Petaling Jaya,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
87,IT Technician/Officer/Executive,Fitxcapes Sdn. Bhd.,Bandar Sunway,,You will be primarily responsible for designing and developing the back-end of the web application but will also be tasked with integrating front-end components…
88,Senior Software Engineer,FUSIONQB SDN BHD,Bangsar South,,"Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
89,Mobile App Developer,QuickDesk Sdn Bhd,Kuala Lumpur,,"You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
90,Mobile App Developer,QuickDesk Sdn Bhd,Kuala Lumpur,,"You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
91,Senior Software Developer,Plus Xnergy,Bukit Jalil,,Work in full stack development from micro services architecture which interconnect all services to create an optimum system to building in-house dashboard…
92,Associate/Senior Mobile Engineer,Astro,Bukit Jalil,,"The role will build, enhance and monitor mobile apps of ASTRO digital products, in a team that is focused on quality and security of mobile apps."
93,Senior Software Engineer (Mobile Developer),AGENSI PEKERJAAN HUNTERS SEARCH SDN. BHD.,Petaling Jaya,,Position Summary Senior Software Developer (Mobile Application) is part of the Solutions Delivery team to meet the skills and expertise needs in supporting…
94,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,Puchong,,"The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications."
95,Web Application Developer (Front End/ Full Stack),MHub,Subang Jaya,,"Write well designed, testable, efficient code by using best software development practices.
Integrate data from various back-end services and databases."
96,Senior iOS Mobile App Developer,ETCTECH GLOBAL SDN BHD,Kuala Lumpur+1 location•Temporarily Remote,,"Responsible for conceptualizing and designing next generation features for iOS application.
Communicate regularly and write clean code."
97,WEB & APPS DEVELOPER,BLUEDALE MEDIA (M) SDN. BHD.,Petaling Jaya,,"Responsible for designing, coding and modifying websites, from layout to function.
Strive to create visually appealing sites that feature user-friendly design…"
98,Senior Software Engineer,AirAsia,Kuala Lumpur+1 location,,"The technology center comprises a team of software engineering and technology experts based in Malaysia, Bangalore, and Singapore, who would work to streamline…"
99,Software Engineer,Big Corridor Sdn Bhd,Selangor,,"Translate application storyboards and use-cases into functional.
Engineering elegant solutions that solve business problems.
O Web API, Entity Framework on ."
100,Frontend Developer,Fast Hiring Jobs - part of Hiredly team,Bandar Kinrara,,"Build reusable code and libraries for various projects.
Collaborate with other developers, designers, and architects to meet application requirements and…"
101,Mobile Software Engineer (React Native),Excard Corporation Sdn Bhd,Kedah•Remote,,"Design, code and maintain mobile apps, from layout to function and according to a client's specifications.
Continue to innovate and improve our existing mobile…"
102,Flutter Mobile Developer,Randstad,Kuala Lumpur,,"Participate in the deployment of system including user requirement scoping, design, coding, testing, and implementation."
103,Mobile App Developer,Cloone Corporation,Ara Damansara,,"Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
104,iOS Developer,Snaphunt,Johor Bahru,,"Transferring existing iOS application to React Native Platform.
Writing well-designed, testable and efficient code.
You possess strong knowledge of IOS, ASP."
105,Mobile / Web Developer,Plant Cartridge Sdn Bhd,Bandar Sunway,,"Bachelor’s Degree / Diploma / Certificate in computer science or any related field.
At least one to three years of solid working experience in Mobile/Web…"
106,Web Developer,Mama Net,Petaling Jaya,,"To work on the current platforms enhancements and new features to be adopted on web applications, database and API Accurately translate user and business needs…"
107,Mobile App Developer,TillJannah Sdn. Bhd.,Gombak,,"Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
108,"AVP, Mobile Engineer Lead - iOS",Astro,Bukit Jalil,,"The role will build, enhance and monitor mobile apps of ASTRO digital products , in a team that is focused on quality and security of mobile apps ."
109,Jr/Sr Unit Software Tester,vimigo,Cheras,,"As a Unit Software Tester, you will play an instrumental role in fueling Company’s growth through providing timely solutions to execute all levels of testing …"
110,Mobile Apps Developer (IOS/ Android/ Flutter),IY Staffing Group,Klang,,"This is a full time permanent position.
Medical Claims, Medical Insurance, Medical Leaves, Annual Leaves, Monthly Allowances, Annual Bonus, Company Trips and…"
111,Front End Developer,Versa Asia,Kuala Lumpur,,We are looking for a strong front end mobile and web app developer who welcomes both engineering and maintenance tasks.
112,MOBILE DEVELOPER,Unixus Solutions,Shah Alam,,"Implement and maintain our mobile applications.
Designing and consuming APIs in mobile applications.
Design client & server (mobile) application structure and…"
113,Senior Mobile App Engineer,Skymind Global,George Town,,"Participate in design and developing of mobile user interface in collaboration with UI/UX team and backend team, taking new initiatives, grow technical insight…"
114,Software Developer (PHP Full Stack),Enlinea Sdn Bhd,Petaling Jaya,,"Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
115,Software Engineer,Auronex Sdn Bhd,Klang,,"You’re data-driven and comfortable with basic statistical principles.
NodeJS (ExpressJS) / Python(DJango) / Go / Flutter."
116,Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,Kuala Lumpur,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
117,Fullstack Developer,V.Net Computer Services,Kuala Lumpur,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
118,Software Engineer Developer,JobsJK PLT,Kuala Lumpur,,"Software Developer - (Machine Integration) x 2 – Georgetown, PENANG.
At least 5 years relevant experience in software development."
119,Front End Software Developer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,Kuala Lumpur,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
120,PHP Programmer,Tornado Internet Sdn Bhd,Puchong,,"And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
121,Mid-level / Senior JavaScript Developer,Lava X Technologies,Puchong,,Collaborate with product management to translate product requirements to system-level architecture and high-level design that can be reused across multiple…
122,Fullstack Developer,CareerMaster Sdn Bhd,Kuala Lumpur,,"Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
123,Senior Software Developer / Engineer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,Kuala Lumpur,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
124,Support Engineer I 5 days week I Up to SGD3000,Agensi Pekerjaan Nala Sdn Bhd,Johor Bahru,,"Experience in collaboration tools, i.e. Git, Jira, Slack and angular &/or flutter.
Act as the first point of contact for all user support related queries for…"
125,Senior App Developer,AccVen Sdn Bhd,Damansara Utama,,"Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
126,QA Lead (Automation),Agensi Pekerjaan Career Channel Sdn Bhd,Mutiara Damansara•Temporarily Remote,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
127,Front End Software Developer,SECURE365 NEXTGEN SOLUTIONS SDN BHD,Kuala Lumpur,,"Work closely with the technical lead in collecting and documenting user's requirements, development of user stories, timeline and effort estimation."
128,Android Mobile Software Engineer,Ingenious Job,Cyberjaya,,"BS degree in Computer Science or related field.
Minimum 5 yearsâ€™ experience in mobile development (Android).
Skilled in automated unit and UI testing ."
129,Software Engineer / Web Developer,EasyStore,Puchong,,"Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
130,Senior Android Developer,LCP Buildsoft Technology (M) Sdn Bhd,Klang,,"Design, develop, integrate third-party components, test, install, and support.
Build new product features on server and client side."
131,Software Developer (PHP),Enlinea Sdn Bhd,Petaling Jaya,,"Develop robust, reliable & high traffic internet application (back-end, front-end, mobile).
Maintain and constantly optimize system, process and user experience…"
132,Software Developer (Frontend),SCIKEY,Kuala Lumpur,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
133,Mobile Devops Engineer,BASF Construction Chemicals UAE LLC,Kuala Lumpur,,Digitalization will be a true part of BASF's DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
134,Software Developer,SCIKEY,Kuala Lumpur,,"Delivery & Execution capability, within the IT Operating Model.
The Software Developer is expected to manage the software building and system development."
135,Senior Engineer/Engineer R&D,Carsome,Petaling Jaya,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
136,Android Developer,SCIKEY,Kuala Lumpur,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
137,Full Stack JavaScript Developer,BEEDUCATION ADVENTURES SDN BHD,Subang Jaya,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
138,Full Stack JaveScript Developer,ACD Development Sdn. Bhd,Subang Jaya,,"As a Full Stack JavaScript developer, you’ll collaborate with internal teams to develop functional applications, while working in a fast-paced environment."
139,"Lead, QA",Career Channel,Petaling Jaya,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
140,Software Developer/Programmer,FUSIONQB SDN BHD,Bangsar South,,"Build prototypes for presentation and demonstration.
Liaise with the senior executives and project sponsors for project requirements and deliverables."
141,Android Software Engineer,EPS Malaysia,Cyberjaya,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
142,Software Developer (Backend),SCIKEY,Kuala Lumpur,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
143,"Mobile Application Developer I 5 days I Up to SGD6,000",Agensi Pekerjaan Nala Sdn Bhd,Johor Bahru,, Familiar with NoSQL and/or cloud database (Cloud Firestore or MongoDB) and experience with flutter Programming language.
144,Senior Software Engineer,Motorola Solutions,Penang,,And in everyday moments — when a package arrives just in time for the holiday or when a child doesn’t miss the school bus home.
145,Senior Engineer/Engineer Mobile,Carsome,Petaling Jaya,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
146,Software Developer (Flutter Experience)-Mandarin Speaker Pre...,Two95 International Inc.,Selangor,,"Design, implement & manage apps that can scale and serve millions of users.
Design and implement RESTful and GraphQL API."
147,Quality Assurance Lead (Automation),Career Channel,Petaling Jaya,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
148,Full Stack Developer,Agensi Pekerjaan EPS Consultants Sdn Bhd,Kuala Lumpur,,"Design and develop client-side and server-side architecture for web and mobile applications.
Design and develop effective APIs."
149,"Senior Engineer, QA",Career Channel,Petaling Jaya,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
150,Engineer/Sr. Engineer - Full Stack,Carsome,Petaling Jaya,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
151,Lead Engineering,SCIKEY,Petaling Jaya,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
152,Senior Software Engineer (Frontend),iPrice group,Bangsar South,,"Work in a Booming Sector with Exciting Challenges.
Deliver user stories that crafting front end components using HTML5, CSS3, JavaScript 6, AJAX and PHP."
