,title,company,salary,description
39,Software Engineer,RedSquare Technologies Sdn Bhd,"RM 4,000 - RM 5,001 a month","Mobile applications: Java, Kotlin, Swift, JavaScript (React Native), Dart (Flutter).
Degree in Computer Science or Information Technology or any similar…"
40,Backend Developer,Esyms Sdn. Bhd.,"RM 6,000 - RM 7,999 a month","Be involved in the entire product development process from conception, design, coding (back-end code, RESTful APIs, web apps), testing and deployment."
41,Flutter Developer,Hays,"RM 8,000 a month","In this team, you will be working closely with the developers, Project Managers, Solution Architect and other members of the project team."
42,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,"RM 6,000 - RM 7,999 a month","The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications Duties and…"
43,Programmer,Brighten Business Consulting Sdn Bhd,"RM 3,000 - RM 8,000 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
44,Flutter Developer,EPS Malaysia,,"Design and develop high-volume, low-latency applications for mission-critical systems, delivering high-availability and performance."
45,"Mobile App Developer, Android",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
46,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
47,IT DEVELOPER,HDA Future Tech Sdn. Bhd.,"RM 2,200 - RM 2,400 a month","+ Experience in Flutter coding is preferred OR,.
+ Experience in developing iOS or Android applications.
+ Ability to create app updates, including bug fixes…"
48,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
49,Full Stack Programmer,BCDE Digital Limited,"RM 3,000 - RM 7,500 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
50,Mobile App Developer (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,"RM 2,500 - RM 4,500 a month","Responsible for iOS and/or Android application development either in native or cross-platform.
Responsible for mobile application framework design and…"
51,INFORMATION SYSTEM EXECUTIVE,HMN NADHIR SDN BHD,,"CANDIDATE MUST POSSESS DEGREE IN SOFTWARE ENGINEERING, INFORMATION TECHNOLOGY OR ANY QUALIFICATION IN PROGRAMMING."
52,Digital Technical Analyst,Rizing,,We also incubate the latesttechnologies which are new to Malaysia market through proof- of-concepts and co-innovation.
53,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
54,Jr. Mobile Developer,Fastrexs (M) Sdn Bhd,,To deliver software for research projects under mobile unit -work closely with the team to deliver excellent outcome -to support product management in creating…
55,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
56,Jr. Mobile Developer,Fastrexs (M) Sdn Bhd,,To deliver software for research projects under mobile unit -work closely with the team to deliver excellent outcome -to support product management in creating…
57,Full time Developer/Programmer,CARE Concierge,,"Must know Flutter/Dart 2.0.
Understand how BLoC State Management works in Flutter Framework.
Experience deploying Flutter Apps to Google Playstore & Apple…"
58,Mobile App Developer,Limpopo Group Sdn. Bhd,"RM 3,500 - RM 9,000 a month","This role is most concerned with the flow of the technology, ensuring that there are no stumbling blocks.
This person strives for perfection and understands…"
59,Senior Software Engineer,REDtone Telecommunications Sdn Bhd,"RM 6,000 - RM 7,999 a month","The Software Engineer is responsible to perform analysis, design and coding of functional requirements specifications of applications Duties and…"
60,Mobile App Developer,QuickDesk Sdn Bhd,"RM 3,000 - RM 6,000 a month","You will be working on our mobile applications (iOS and/or Android);
Develop user-facing features for the mobile applications;"
61,INFORMATION SYSTEM EXECUTIVE,HMN NADHIR SDN BHD,,"CANDIDATE MUST POSSESS DEGREE IN SOFTWARE ENGINEERING, INFORMATION TECHNOLOGY OR ANY QUALIFICATION IN PROGRAMMING."
62,Mobile Developer (Flutter),Hays,,"You will be working with a team to develop and maintain high quality mobile applications.
You will design, develop, and improvise mobile applications using…"
63,Mobile Developer,Sophic Automation,"RM 2,500 - RM 2,999 a month","Develop application programming interfaces (APIs) to support mobile functionality.
Develop mobile application by studying information needs, conferring with…"
64,.NET Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile* : Flutter, BLOC, Micro-service implementation.
Database* : SQL (Microsoft SQL Server / MySQL Server); Excellent knowledge of Relational Databases."
65,Fullstack Devops,Avaelon Technologies Sdn. Bhd.,RM 500 a week,"Quick development skills being applied at rapid development and engineering -|- well, Python, Java, C, C++ , C# , Laravel, php , html, DB both local environment…"
66,Lead – Mobile App Developer,Ultranet Technologies Sdn Bhd,"RM 5,000 - RM 10,000 a month","Lead and guide mobile app development team.
Participate in business requirements gathering and business re-engineering to ensure proper solutions provided."
67,Mobile Developer,Techtiera Sdn Bhd,"RM 2,873 - RM 10,161 a month","High performing mobile applications on Android and iOS using latest.
Mobile development framework by Google.
The development involves creating engaging mobile…"
68,Full-Stack Developer,AFIC Solutions,"RM 3,000 - RM 8,000 a month","Mobile: *Flutter, BLOC, Micro-service implementation.
Database: *SQL (Microsoft SQL Server / MySQL Server);
Good knowledge of Relational Databases."
69,Software Engineer / Developer,Ejen2u International Sdn Bhd,"RM 2,200 - RM 5,000 a month","Bachelor’s degree / Diploma / Certificate in computer science, engineering, or a related field• One to three years of experience in software development are…"
70,"Mobile App Developer, Android",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
71,Mobile App Developer,Cloone Corporation,"RM 2,500 - RM 6,000 a month","Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions."
72,IT DEVELOPER,HDA Future Tech Sdn. Bhd.,"RM 2,200 - RM 2,400 a month","+ Experience in Flutter coding is preferred OR,.
+ Experience in developing iOS or Android applications.
+ Ability to create app updates, including bug fixes…"
73,UI/UX Designer + Developer,Brandt International Sdn Bhd,"RM 7,000 a month","Design to scale from phones to tablets to desktop monitors.
Create wireframes, mockups and prototypes for our analytic product."
74,Full Stack Programmer,BCDE Digital Limited,"RM 3,000 - RM 7,500 a month","Developing and managing well-functioning databases and applications.
Developing front-end website architecture with appealing visual design."
75,Mobile App Developer (Puchong or Ipoh),Alpha Red Solutions Sdn Bhd,"RM 2,500 - RM 4,500 a month","Responsible for iOS and/or Android application development either in native or cross-platform.
Responsible for mobile application framework design and…"
76,INFORMATION SYSTEM EXECUTIVE,HMN NADHIR SDN BHD,,"CANDIDATE MUST POSSESS DEGREE IN SOFTWARE ENGINEERING, INFORMATION TECHNOLOGY OR ANY QUALIFICATION IN PROGRAMMING."
77,Digital Technical Analyst,Rizing,,We also incubate the latesttechnologies which are new to Malaysia market through proof- of-concepts and co-innovation.
78,Software Engineer/ Developer,IME Group of Companies,"RM 2,800 a month",Carry out software programming and coding for Enterprise/Business Solutions according to specifications within specified timeline.
79,Jr. Mobile Developer,Fastrexs (M) Sdn Bhd,,To deliver software for research projects under mobile unit -work closely with the team to deliver excellent outcome -to support product management in creating…
80,Mobile App Developer,ASIA OCEAN TECH (M) SDN. BHD.,"RM 5,000 - RM 5,999 a month","Develop and maintain mobile application using flutter and native mobile platform.
Effectively hook up the mobile application with API to ensure great…"
81,Android Developer,Archisoft Global Sdn Bhd,"RM 8,000 - RM 9,999 a month","Apply mobile application architecture principles, such as process flow, wireframes and visual mock-ups.
Apply outstanding mobile software engineering practices."
82,Technical Developer,Rizing,"RM 4,000 - RM 5,000 a month","Versatile software/web developers with less than 2 years’ experience who has worked on popular frontend frameworks/languages namely Kotlin, Flutter, React.js,…"
83,Senior App Developer,AccVen Sdn Bhd,"RM 5,000 - RM 8,000 a month","Develop new and complete modules, and then enhance existing modules of existing product architecture.
Fully execute user testing on the modules."
84,Mobile App Developer,TillJannah Sdn. Bhd.,"RM 2,000 - RM 6,000 a month","Must possess at least 3 years of experience in developing mobile app, either Android or iOS.
Good communication skills in Bahasa Melayu and English."
85,iOS Developer,Startups,,"IOS/Android Developers (Native as well as ReactNative, Flutter developers).
This means that you’d be working within the team and it is the team’s responsibility…"
86,System Analyst / Analyst Programmer,Subur Tiasa Holdings Berhad,,"Job Requirements: - Bachelor Degree / Diploma in Computer Science / Software Engineering / Information Technology.
Experience in web / mobile app development."
87,Senior iOS Mobile App Developer,Etctech Global Sdn Bhd,"RM 5,000 - RM 7,000 a month","Communicate regularly and write clean code.
Review, analyze and resolve application issues as needed.
Monitor, optimize and maintain high performance of the iOS…"
88,Mobile Application Developer (iOS & Android),ACD Development Sdn. Bhd,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
89,Mobile Application Developer (iOS & Android),BEEDUCATION ADVENTURES SDN BHD,"RM 4,000 - RM 4,999 a month","Within defined quality and performance standards.
Participate throughout the SDLC, including analysis, design, development, testing, integration, deployment and…"
90,Software Developer II,Quess Corp Limited,,In this Senior Software Engineer role you will be contributing to developing our public safety platform application on Android using mobile technologies such as…
91,Lead Engineering,Carsome Sdn Bhd,,"Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results.
Proficient working with relational databases (MySQL),…"
92,PHP Programmer,Tornado Internet Sdn Bhd,"RM 2,200 - RM 6,000 a month","And from ""Toe"" to ""Head"" to manage.
Required language(s): English and Mandarin(must be able to read,write and speak Mandarin)."
93,Mobile App Developer,Marvel Media Sdn Bhd,,"Take ownership of the entire application lifecycle (concept, design, test, release and support).
Continuously research, evaluate and adapt new mobile…"
94,Fullstack Developer,V.Net Computer Services,,"Benefits (Employer-paid health and dental insurance, medical benefits, performance & project bonus, paid holidays and time off, etc.)."
95,Mobile App Developer,Wemabox Solutions Sdn. Bhd.,"RM 3,000 - RM 3,499 a month","Job Description Mobile App Developer is responsible to design and implement system, feature, and solutions business needs."
96,iOS Mobile App Developer,Ingenious Lab Sdn Bhd,"RM 3,000 - RM 4,900 a month","In addition to developing new applications, the role is also responsible for maintenance and providing assistance in the mobile space."
97,Mobile Apps Developer (Full-stack),Mysuri Biz Technologies Sdn Bhd,,Stack : HTML CSS JavaScript jQuery - Understands Repository Design Pattern - Able to write fully-functional API codes - Good to have basic knowledge in back-end…
98,Fullstack Developer,CareerMaster Sdn Bhd,"RM 6,000 a month","Responsible for building world-class applications together with our highly collaborative teams.
Design, develop and manage the company Java-based applications."
99,Frontend Engineer,EPS Malaysia,,"Design & prototyping highly innovative and intuitive user-facing web and mobile applications.
Develop and integrate cross platform mobile application."
100,Senior Mobile Developer - Flutter,Michael Page,,"Participate in Digital Transformation projects.
My clients are looking to hire a team of senior mobile developers, mainly focused on Flutter coding."
101,Lead Solution Architect – Mobile,HILTI,,Prepare an architecture vision for a sustainable and modular B2B Mega app (think of the scale of the Amazon shopping app or Uber or Grab apps as a benchmark)…
102,Junior/Senior Developer,EPS Malaysia,,"Develop, maintain, enhance and test mobile applications.
Provide technical support for software, hardware and network issues.
0-1 years of experience."
103,Senior Mobile Devops Engineer,BASF,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
104,Senior Software Engineer QA,Carsome Sdn Bhd,,"We offer a seamless and hassle-free experience to consumers who wish to buy or sell a car.
QA engineer responsibilities include designing and implementing tests…"
105,Software Engineer / Web Developer,EasyStore,"RM 4,000 - RM 8,000 a month","Manage codes in multiple server environment.
Optimize codes for high volume transaction.
Love to solve problems with coding."
106,Senior Engineer/Engineer R&D,Carsome,,"The Senior R&D Engineer will focus more on exploring new technologies, framework, or platform for upcoming projects."
107,Android Developer,SCIKEY,,"To this end, the Android Developer's Responsibilities include writing and proofreading code, liaising with coworkers within and outside of their department, and…"
108,IOS Developer,Capgemini Services Malaysia Sdn Bhd,,"You should have a strong knowledge of iOS frameworks and proficiency in Objective-C.
If you have knowledge of iOS patterns and practices and are passionate…"
109,Senior Staff Software Engineer,Motorola Solutions,,"We develop Android Software for two way radio communication products.
We architect, design, build and customize the Android Platform to enable value creation to…"
110,"Mobile App Developer, iOS",C SPEED NETWORK TECHNOLOGY SDN. BHD.,,"Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.
Maintain and support existing system."
111,"Lead, QA",Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
112,Software Developer,SCIKEY,,"Valid for application before Aug 31, 2021 12:08 PM.
Delivery & Execution capability, within the IT Operating Model.
Mobile Hybrid frameworks – GOOD TO HAVE."
113,Software Developer (Frontend),SCIKEY,,"Valid for application before Aug 31, 2021 12:08 PM.
Manage the development of software programs and IT systems according to detailed."
114,Full Stack Developer,EPS Malaysia,,"Design and develop client-side and server-side architecture for web and mobile applications.
Design and develop effective APIs."
115,Mobile Devops Engineer,BASF,,Digitalization will be a true part of BASF’s DNA that creates new exciting customer experiences and business growth as well as drives efficiencies in processes.
116,Senior Engineer/Engineer Mobile,Carsome,,"This person will own software quality assurance, working directly with backend developers project leads and software testers."
117,Android Software Engineer,EPS Malaysia,,"Work on defining and implementing next generation, innovative architecture for Android mobile application.
Apply state of the art automated testing practices …"
118,"Senior Engineer, QA",Career Channel,,"QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions."
119,Software Developer (Backend),SCIKEY,,"Manage the development of software programs and IT systems according to detailed.
Technical specifications using quality processes, tools and methodologies."
120,Software Engineer/Mobile Application Developer (Android),Agensi Pekerjaan Execsearch Sdn Bhd,"RM 8,000 - RM 10,500 a month","Outlining and executing innovative architecture for Android mobile application.
Demonstrate knowledge & skills in mobile application architecture principles,…"
121,Premier Relationship Manager,TechBridge Market,,The Customer Success Engineer will be responsible for delivering high quality consultation and support services on E2open's Supply Chain applications to meet…
122,Quality Assurance Lead (Automation),Career Channel,,"Serves as the QA Team Lead, responsible for Test Automation.
Lead approximately 4 QA, negotiate scope, develop estimates, plans, monitoring metrics, and provide…"
123,Lead Engineering,SCIKEY,,"Full Time/Permanent (hiring on behalf).
Utilize a hands-on and adaptable leadership style with a commitment to accountability and driving results."
124,Engineer/Sr. Engineer - Full Stack,Carsome,,You will cooperate with interdisciplinary teams in projects and experience how technology and team spirit unite to create innovative solutions.
